order_id,주문일,채널,sku,제품명,색상,수량,판매단가,판매금액,주문상태,배송지역,기획전
OWN-260505-009,2026-05-05,자사몰,HLM-BAG-001,HELMET BAG 001,Cloud Cream,1,67550,67550,배송완료,인천,봄맞이 Voyager 신상 기획전
OWN-260505-010,2026-05-05,자사몰,VOY-DP-003,VOYAGER DAYPACK 003,Stone Grey,1,91050,91050,배송완료,경기,봄맞이 Voyager 신상 기획전
OWN-260505-011,2026-05-05,자사몰,HLM-BAG-001,HELMET BAG 001,Cloud Cream,1,67550,67550,배송완료,서울,봄맞이 Voyager 신상 기획전
OWN-260505-012,2026-05-05,자사몰,HLM-BAG-001,HELMET BAG 001,Summer Grey,1,67550,67550,배송완료,대구,봄맞이 Voyager 신상 기획전
OWN-260505-012,2026-05-05,자사몰,HDL-PCH-002,HANDLE POUCH 002,Sand,1,25000,25000,배송완료,대구,
OWN-260505-013,2026-05-05,자사몰,HLM-BAG-001,HELMET BAG 001,Grape Grey,1,67550,67550,배송완료,인천,봄맞이 Voyager 신상 기획전
OWN-260505-014,2026-05-05,자사몰,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Midnight Black,1,45150,45150,배송완료,서울,봄맞이 Voyager 신상 기획전
SSG-260505-001,2026-05-05,SSG,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Forest Green,1,53100,53100,배송완료,대구,봄맞이 Voyager 신상 기획전
SSG-260505-002,2026-05-05,SSG,HLM-BAG-001,HELMET BAG 001,Stone Grey,2,71100,142200,결제완료,대전,봄맞이 Voyager 신상 기획전
SSG-260505-003,2026-05-05,SSG,HLM-BAG-001,HELMET BAG 001,Summer Grey,1,71100,71100,배송완료,대전,봄맞이 Voyager 신상 기획전
29C-260506-001,2026-05-06,29CM,VOY-DP-003,VOYAGER DAYPACK 003,Sand,1,119000,119000,배송완료,광주,
29C-260506-002,2026-05-06,29CM,HDL-PCH-001,HANDLE POUCH 001,Sand,1,25000,25000,배송완료,부산,
29C-260506-003,2026-05-06,29CM,HDL-PCH-002,HANDLE POUCH 002,Silver,1,25000,25000,배송완료,경기,
29C-260506-004,2026-05-06,29CM,CAM-PCH-001,CAMERA POUCH 001,Graphite,1,35000,35000,배송완료,인천,
29C-260506-004,2026-05-06,29CM,VOY-DP-003,VOYAGER DAYPACK 003,Summer Grey,1,119000,119000,배송완료,인천,
29C-260506-005,2026-05-06,29CM,SHD-BAG-M,SHOULDER BAG M,Forest Green,1,109000,109000,배송완료,서울,
DTY-260506-001,2026-05-06,면세점,CITY-LC-001,CITY BOYS LAPTOP CASE,Midnight Black,1,48350,48350,배송완료,경기,
DTY-260506-002,2026-05-06,면세점,CAM-PCH-001,CAMERA POUCH 001,Black,2,27300,54600,배송완료,광주,
DTY-260506-003,2026-05-06,면세점,CITY-LC-001,CITY BOYS LAPTOP CASE,Grape Grey,1,48350,48350,배송완료,부산,
MUS-260506-001,2026-05-06,무신사,CAM-PCH-001,CAMERA POUCH 001,Sand,1,35000,35000,결제완료,경기,
MUS-260506-002,2026-05-06,무신사,SHD-BAG-M,SHOULDER BAG M,Grape Grey,1,109000,109000,배송완료,인천,
MUS-260506-003,2026-05-06,무신사,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Cloud Cream,1,159000,159000,배송완료,광주,
MUS-260506-003,2026-05-06,무신사,VOY-DP-003,VOYAGER DAYPACK 003,Grape Grey,1,119000,119000,배송완료,광주,
MUS-260506-004,2026-05-06,무신사,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Summer Grey,1,159000,159000,배송완료,광주,
MUS-260506-005,2026-05-06,무신사,VOY-DP-003,VOYAGER DAYPACK 003,Cloud Cream,1,119000,119000,배송완료,경기,
MUS-260506-006,2026-05-06,무신사,BOAT-TT-M,BOAT TOTE BAG M,Cloud Cream,1,89000,89000,배송완료,서울,
MUS-260506-007,2026-05-06,무신사,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Stone Grey,1,159000,159000,배송완료,경기,
MUS-260506-007,2026-05-06,무신사,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Midnight Black,1,159000,159000,배송완료,경기,
OWN-260506-001,2026-05-06,자사몰,HDL-PCH-001,HANDLE POUCH 001,Cream,2,25000,50000,배송완료,인천,
OWN-260506-001,2026-05-06,자사몰,BOAT-TT-M,BOAT TOTE BAG M,Forest Green,2,84550,169100,배송완료,인천,
OWN-260506-002,2026-05-06,자사몰,BOAT-TT-M,BOAT TOTE BAG M,Midnight Black,2,84550,169100,배송완료,경기,
OWN-260506-003,2026-05-06,자사몰,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Cloud Cream,1,50150,50150,배송완료,기타,
OWN-260506-004,2026-05-06,자사몰,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Forest Green,1,151050,151050,배송완료,경기,
SSG-260506-001,2026-05-06,SSG,SHD-BAG-M,SHOULDER BAG M,Stone Grey,1,109000,109000,배송완료,부산,
SSG-260506-001,2026-05-06,SSG,CAM-PCH-001,CAMERA POUCH 001,Stone Grey,1,35000,35000,배송완료,부산,
29C-260507-001,2026-05-07,29CM,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Stone Grey,1,59000,59000,배송완료,부산,
29C-260507-002,2026-05-07,29CM,HLM-BAG-001,HELMET BAG 001,Cloud Cream,1,79000,79000,배송완료,부산,
29C-260507-003,2026-05-07,29CM,VOY-DP-003,VOYAGER DAYPACK 003,Stone Grey,2,119000,238000,배송완료,기타,
29C-260507-004,2026-05-07,29CM,VOY-DP-003,VOYAGER DAYPACK 003,Sand,1,119000,119000,결제완료,광주,
29C-260507-005,2026-05-07,29CM,CITY-LC-001,CITY BOYS LAPTOP CASE,Grape Grey,1,62000,62000,환불,광주,
MUS-260507-001,2026-05-07,무신사,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Cloud Cream,1,59000,59000,배송완료,서울,
MUS-260507-002,2026-05-07,무신사,CAM-PCH-001,CAMERA POUCH 001,Sand,1,35000,35000,배송완료,광주,
MUS-260507-003,2026-05-07,무신사,CAM-PCH-001,CAMERA POUCH 001,Black,1,35000,35000,배송완료,광주,
MUS-260507-004,2026-05-07,무신사,TOTE-001-XS,TOTE BRIEF 001 XS,Summer Grey,1,59000,59000,결제완료,경기,
MUS-260507-005,2026-05-07,무신사,HDL-PCH-001,HANDLE POUCH 001,Black,1,25000,25000,결제완료,광주,
OWN-260507-001,2026-05-07,자사몰,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Summer Grey,1,50150,50150,배송완료,서울,
OWN-260507-002,2026-05-07,자사몰,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Sand,2,151050,302100,배송완료,기타,
OWN-260507-003,2026-05-07,자사몰,VOY-DP-003,VOYAGER DAYPACK 003,Forest Green,1,101150,101150,배송완료,부산,
OWN-260507-004,2026-05-07,자사몰,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Sand,1,50150,50150,배송완료,대구,
OWN-260507-005,2026-05-07,자사몰,VOY-DP-003,VOYAGER DAYPACK 003,Sand,1,101150,101150,배송완료,서울,
OWN-260507-005,2026-05-07,자사몰,SHD-BAG-M,SHOULDER BAG M,Summer Grey,1,103550,103550,배송완료,서울,
OWN-260507-005,2026-05-07,자사몰,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Stone Grey,1,151050,151050,배송완료,서울,
OWN-260507-006,2026-05-07,자사몰,VOY-DP-003,VOYAGER DAYPACK 003,Forest Green,1,101150,101150,배송완료,광주,
OWN-260507-006,2026-05-07,자사몰,VOY-DP-003,VOYAGER DAYPACK 003,Sand,1,101150,101150,배송완료,광주,
OWN-260507-006,2026-05-07,자사몰,CITY-LC-001,CITY BOYS LAPTOP CASE,Sand,1,58900,58900,배송완료,광주,
OWN-260507-007,2026-05-07,자사몰,CAM-PCH-001,CAMERA POUCH 001,Graphite,1,33250,33250,교환,광주,
SSG-260507-001,2026-05-07,SSG,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Cloud Cream,1,59000,59000,배송완료,대전,
SSG-260507-002,2026-05-07,SSG,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Midnight Black,1,159000,159000,결제완료,경기,
SSG-260507-002,2026-05-07,SSG,CAM-PCH-001,CAMERA POUCH 001,Cream,1,35000,35000,결제완료,경기,
SSG-260507-002,2026-05-07,SSG,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Cloud Cream,1,159000,159000,결제완료,경기,
29C-260508-001,2026-05-08,29CM,VOY-DP-003,VOYAGER DAYPACK 003,Sand,1,119000,119000,환불,경기,
29C-260508-002,2026-05-08,29CM,VOY-DP-003,VOYAGER DAYPACK 003,Midnight Black,1,119000,119000,배송완료,부산,
29C-260508-002,2026-05-08,29CM,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Sand,1,159000,159000,배송완료,부산,
29C-260508-003,2026-05-08,29CM,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Grape Grey,1,59000,59000,배송완료,대전,
29C-260508-004,2026-05-08,29CM,SHD-BAG-M,SHOULDER BAG M,Cloud Cream,1,109000,109000,결제완료,기타,
29C-260508-005,2026-05-08,29CM,CITY-RK-001S,CITY BOYS RUCKSACK 001 S,Grape Grey,1,185000,185000,결제완료,대전,
29C-260508-005,2026-05-08,29CM,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Stone Grey,1,159000,159000,결제완료,대전,
DTY-260508-001,2026-05-08,면세점,VOY-DP-003,VOYAGER DAYPACK 003,Sand,1,92800,92800,배송완료,광주,
DTY-260508-002,2026-05-08,면세점,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Grape Grey,1,124000,124000,배송완료,광주,
DTY-260508-002,2026-05-08,면세점,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Stone Grey,2,46000,92000,배송완료,광주,
MUS-260508-001,2026-05-08,무신사,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Forest Green,1,59000,59000,배송완료,서울,
MUS-260508-002,2026-05-08,무신사,CAM-PCH-001,CAMERA POUCH 001,Sand,1,35000,35000,배송완료,경기,
MUS-260508-003,2026-05-08,무신사,SHD-BAG-M,SHOULDER BAG M,Midnight Black,1,109000,109000,배송완료,광주,
MUS-260508-004,2026-05-08,무신사,SHD-BAG-M,SHOULDER BAG M,Midnight Black,1,109000,109000,배송완료,광주,
MUS-260508-005,2026-05-08,무신사,HLM-BAG-001,HELMET BAG 001,Summer Grey,1,79000,79000,결제완료,대전,
MUS-260508-006,2026-05-08,무신사,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Forest Green,1,159000,159000,배송완료,부산,
MUS-260508-006,2026-05-08,무신사,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Summer Grey,2,59000,118000,배송완료,부산,
MUS-260508-007,2026-05-08,무신사,TOTE-001-XS,TOTE BRIEF 001 XS,Grape Grey,2,59000,118000,배송완료,대구,
MUS-260508-008,2026-05-08,무신사,CITY-LC-001,CITY BOYS LAPTOP CASE,Midnight Black,1,62000,62000,배송완료,대구,
MUS-260508-008,2026-05-08,무신사,HDL-PCH-002,HANDLE POUCH 002,Graphite,1,25000,25000,배송완료,대구,
OWN-260508-001,2026-05-08,자사몰,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Cloud Cream,2,151050,302100,배송완료,부산,
OWN-260508-002,2026-05-08,자사몰,CAM-PCH-001,CAMERA POUCH 001,Stone Grey,1,33250,33250,배송완료,대구,
OWN-260508-003,2026-05-08,자사몰,TOTE-001-XS,TOTE BRIEF 001 XS,Sand,1,56050,56050,배송완료,기타,
OWN-260508-004,2026-05-08,자사몰,HDL-PCH-002,HANDLE POUCH 002,Silver,1,25000,25000,배송완료,대전,
SSG-260508-001,2026-05-08,SSG,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Cloud Cream,1,59000,59000,배송완료,대전,
SSG-260508-002,2026-05-08,SSG,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Midnight Black,1,159000,159000,배송완료,경기,
29C-260509-001,2026-05-09,29CM,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Sand,1,159000,159000,배송완료,기타,
29C-260509-001,2026-05-09,29CM,SHD-BAG-M,SHOULDER BAG M,Grape Grey,1,109000,109000,배송완료,기타,
29C-260509-002,2026-05-09,29CM,SHD-BAG-M,SHOULDER BAG M,Summer Grey,1,109000,109000,결제완료,기타,
DTY-260509-001,2026-05-09,면세점,BOAT-TT-M,BOAT TOTE BAG M,Forest Green,1,69400,69400,배송완료,경기,
DTY-260509-001,2026-05-09,면세점,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Sand,2,46000,92000,배송완료,경기,
MUS-260509-001,2026-05-09,무신사,TOTE-001-XS,TOTE BRIEF 001 XS,Stone Grey,1,59000,59000,배송완료,기타,
MUS-260509-002,2026-05-09,무신사,BOAT-TT-M,BOAT TOTE BAG M,Grape Grey,1,89000,89000,배송완료,경기,
MUS-260509-003,2026-05-09,무신사,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Stone Grey,1,159000,159000,배송완료,경기,
MUS-260509-004,2026-05-09,무신사,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Sand,1,59000,59000,배송완료,서울,
MUS-260509-004,2026-05-09,무신사,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Cloud Cream,1,159000,159000,배송완료,서울,
MUS-260509-005,2026-05-09,무신사,TOTE-001-XS,TOTE BRIEF 001 XS,Stone Grey,1,59000,59000,배송완료,서울,
MUS-260509-005,2026-05-09,무신사,HDL-PCH-002,HANDLE POUCH 002,Stone Grey,1,25000,25000,배송완료,서울,
MUS-260509-006,2026-05-09,무신사,CITY-RK-001S,CITY BOYS RUCKSACK 001 S,Cloud Cream,1,185000,185000,배송완료,대전,
MUS-260509-007,2026-05-09,무신사,HDL-PCH-001,HANDLE POUCH 001,Sand,1,25000,25000,배송완료,서울,
MUS-260509-008,2026-05-09,무신사,HDL-PCH-002,HANDLE POUCH 002,Stone Grey,1,25000,25000,배송완료,인천,
MUS-260509-009,2026-05-09,무신사,CAM-PCH-001,CAMERA POUCH 001,Stone Grey,1,35000,35000,배송완료,대전,
MUS-260509-010,2026-05-09,무신사,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Grape Grey,1,59000,59000,배송완료,대구,
MUS-260509-011,2026-05-09,무신사,BOAT-TT-M,BOAT TOTE BAG M,Stone Grey,1,89000,89000,배송완료,대전,
MUS-260509-012,2026-05-09,무신사,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Grape Grey,1,159000,159000,배송완료,인천,
MUS-260509-013,2026-05-09,무신사,TOTE-001-XS,TOTE BRIEF 001 XS,Midnight Black,1,59000,59000,배송완료,부산,
MUS-260509-013,2026-05-09,무신사,CITY-LC-001,CITY BOYS LAPTOP CASE,Grape Grey,1,62000,62000,배송완료,부산,
MUS-260509-014,2026-05-09,무신사,TOTE-001-XS,TOTE BRIEF 001 XS,Grape Grey,1,59000,59000,배송완료,기타,
MUS-260509-015,2026-05-09,무신사,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Sand,1,159000,159000,배송완료,광주,
MUS-260509-016,2026-05-09,무신사,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Midnight Black,1,59000,59000,결제완료,대전,
MUS-260509-017,2026-05-09,무신사,BOAT-TT-M,BOAT TOTE BAG M,Midnight Black,1,89000,89000,배송완료,서울,
OWN-260509-001,2026-05-09,자사몰,HDL-PCH-001,HANDLE POUCH 001,Stone Grey,1,25000,25000,교환,광주,
OWN-260509-002,2026-05-09,자사몰,HDL-PCH-002,HANDLE POUCH 002,Silver,1,25000,25000,배송완료,서울,
OWN-260509-003,2026-05-09,자사몰,VOY-DP-003,VOYAGER DAYPACK 003,Cloud Cream,1,101150,101150,배송완료,서울,
OWN-260509-004,2026-05-09,자사몰,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Stone Grey,1,151050,151050,배송완료,광주,
OWN-260509-005,2026-05-09,자사몰,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Summer Grey,1,151050,151050,배송완료,기타,
OWN-260509-005,2026-05-09,자사몰,SHD-BAG-M,SHOULDER BAG M,Forest Green,1,103550,103550,배송완료,기타,
OWN-260509-006,2026-05-09,자사몰,CITY-LC-001,CITY BOYS LAPTOP CASE,Sand,1,58900,58900,배송완료,인천,
OWN-260509-006,2026-05-09,자사몰,VOY-DP-003,VOYAGER DAYPACK 003,Stone Grey,1,101150,101150,배송완료,인천,
OWN-260509-007,2026-05-09,자사몰,TOTE-001-XS,TOTE BRIEF 001 XS,Cloud Cream,1,56050,56050,배송완료,부산,
29C-260510-001,2026-05-10,29CM,BOAT-TT-M,BOAT TOTE BAG M,Sand,1,89000,89000,배송완료,대구,
29C-260510-002,2026-05-10,29CM,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Summer Grey,1,159000,159000,배송완료,광주,
29C-260510-002,2026-05-10,29CM,HDL-PCH-002,HANDLE POUCH 002,Sand,1,25000,25000,배송완료,광주,
29C-260510-002,2026-05-10,29CM,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Midnight Black,1,159000,159000,배송완료,광주,
29C-260510-003,2026-05-10,29CM,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Grape Grey,2,59000,118000,배송완료,기타,
29C-260510-004,2026-05-10,29CM,CITY-RK-001S,CITY BOYS RUCKSACK 001 S,Midnight Black,1,185000,185000,배송완료,대구,
29C-260510-005,2026-05-10,29CM,HDL-PCH-002,HANDLE POUCH 002,Stone Grey,1,25000,25000,배송완료,서울,
29C-260510-005,2026-05-10,29CM,VOY-DP-003,VOYAGER DAYPACK 003,Summer Grey,1,119000,119000,배송완료,서울,
29C-260510-006,2026-05-10,29CM,VOY-DP-003,VOYAGER DAYPACK 003,Stone Grey,2,119000,238000,배송완료,인천,
29C-260510-007,2026-05-10,29CM,HDL-PCH-001,HANDLE POUCH 001,Silver,1,25000,25000,배송완료,대전,
29C-260510-008,2026-05-10,29CM,HDL-PCH-002,HANDLE POUCH 002,Graphite,1,25000,25000,배송완료,인천,
29C-260510-009,2026-05-10,29CM,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Forest Green,1,59000,59000,배송완료,경기,
29C-260510-009,2026-05-10,29CM,VOY-DP-003,VOYAGER DAYPACK 003,Midnight Black,1,119000,119000,배송완료,경기,
MUS-260510-001,2026-05-10,무신사,VOY-DP-003,VOYAGER DAYPACK 003,Grape Grey,1,119000,119000,배송완료,부산,
MUS-260510-001,2026-05-10,무신사,VOY-DP-003,VOYAGER DAYPACK 003,Cloud Cream,1,119000,119000,배송완료,부산,
MUS-260510-002,2026-05-10,무신사,CAM-PCH-001,CAMERA POUCH 001,Stone Grey,1,35000,35000,결제완료,대전,
MUS-260510-003,2026-05-10,무신사,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Stone Grey,1,159000,159000,배송완료,광주,
MUS-260510-004,2026-05-10,무신사,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Stone Grey,1,159000,159000,결제완료,부산,
MUS-260510-005,2026-05-10,무신사,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Sand,1,159000,159000,결제완료,서울,
OWN-260510-001,2026-05-10,자사몰,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Midnight Black,1,151050,151050,배송완료,부산,
OWN-260510-002,2026-05-10,자사몰,SHD-BAG-M,SHOULDER BAG M,Stone Grey,2,103550,207100,배송완료,인천,
OWN-260510-003,2026-05-10,자사몰,CAM-PCH-001,CAMERA POUCH 001,Black,1,33250,33250,배송완료,경기,
OWN-260510-003,2026-05-10,자사몰,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Midnight Black,1,151050,151050,배송완료,경기,
OWN-260510-004,2026-05-10,자사몰,CITY-LC-001,CITY BOYS LAPTOP CASE,Summer Grey,1,58900,58900,교환,대구,
OWN-260510-005,2026-05-10,자사몰,CITY-RK-001S,CITY BOYS RUCKSACK 001 S,Grape Grey,1,166500,166500,배송완료,기타,
OWN-260510-005,2026-05-10,자사몰,VOY-DP-003,VOYAGER DAYPACK 003,Stone Grey,1,101150,101150,배송완료,기타,
OWN-260510-005,2026-05-10,자사몰,HDL-PCH-002,HANDLE POUCH 002,Cream,2,25000,50000,배송완료,기타,
OWN-260510-006,2026-05-10,자사몰,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Grape Grey,1,151050,151050,배송완료,서울,
OWN-260510-006,2026-05-10,자사몰,CITY-LC-001,CITY BOYS LAPTOP CASE,Cloud Cream,1,58900,58900,배송완료,서울,
OWN-260510-007,2026-05-10,자사몰,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Sand,1,151050,151050,환불,경기,
OWN-260510-007,2026-05-10,자사몰,CITY-RK-001S,CITY BOYS RUCKSACK 001 S,Summer Grey,2,166500,333000,환불,경기,
OWN-260510-008,2026-05-10,자사몰,CAM-PCH-001,CAMERA POUCH 001,Black,1,33250,33250,배송완료,인천,
OWN-260510-009,2026-05-10,자사몰,CITY-LC-001,CITY BOYS LAPTOP CASE,Stone Grey,1,58900,58900,배송완료,기타,
OWN-260510-010,2026-05-10,자사몰,BOAT-TT-M,BOAT TOTE BAG M,Grape Grey,2,84550,169100,배송완료,서울,
OWN-260510-011,2026-05-10,자사몰,BOAT-TT-M,BOAT TOTE BAG M,Summer Grey,1,84550,84550,배송완료,광주,
OWN-260510-011,2026-05-10,자사몰,VOY-DP-003,VOYAGER DAYPACK 003,Grape Grey,1,101150,101150,배송완료,광주,
OWN-260510-012,2026-05-10,자사몰,VOY-DP-003,VOYAGER DAYPACK 003,Stone Grey,1,101150,101150,배송완료,서울,
SSG-260510-001,2026-05-10,SSG,CITY-LC-001,CITY BOYS LAPTOP CASE,Forest Green,1,62000,62000,배송완료,경기,
SSG-260510-001,2026-05-10,SSG,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Grape Grey,1,159000,159000,배송완료,경기,
SSG-260510-002,2026-05-10,SSG,SHD-BAG-M,SHOULDER BAG M,Grape Grey,2,109000,218000,배송완료,인천,
SSG-260510-003,2026-05-10,SSG,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Grape Grey,1,159000,159000,배송완료,경기,
SSG-260510-004,2026-05-10,SSG,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Stone Grey,1,59000,59000,배송완료,기타,
SSG-260510-005,2026-05-10,SSG,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Midnight Black,1,59000,59000,결제완료,서울,
29C-260511-001,2026-05-11,29CM,VOY-DP-003,VOYAGER DAYPACK 003,Summer Grey,1,119000,119000,배송완료,경기,
29C-260511-002,2026-05-11,29CM,VOY-DP-003,VOYAGER DAYPACK 003,Grape Grey,1,119000,119000,결제완료,대전,
29C-260511-003,2026-05-11,29CM,TOTE-001-XS,TOTE BRIEF 001 XS,Forest Green,1,59000,59000,배송완료,광주,
29C-260511-004,2026-05-11,29CM,BOAT-TT-M,BOAT TOTE BAG M,Grape Grey,1,89000,89000,배송완료,부산,
29C-260511-004,2026-05-11,29CM,VOY-DP-003,VOYAGER DAYPACK 003,Cloud Cream,1,119000,119000,배송완료,부산,
29C-260511-005,2026-05-11,29CM,HDL-PCH-001,HANDLE POUCH 001,Cream,1,25000,25000,배송완료,경기,
29C-260511-006,2026-05-11,29CM,CITY-RK-001S,CITY BOYS RUCKSACK 001 S,Sand,1,185000,185000,배송완료,광주,
MUS-260511-001,2026-05-11,무신사,CITY-RK-001S,CITY BOYS RUCKSACK 001 S,Sand,2,185000,370000,배송완료,서울,
MUS-260511-002,2026-05-11,무신사,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Cloud Cream,1,59000,59000,배송완료,대전,
MUS-260511-002,2026-05-11,무신사,CITY-RK-001S,CITY BOYS RUCKSACK 001 S,Midnight Black,2,185000,370000,배송완료,대전,
MUS-260511-003,2026-05-11,무신사,SHD-BAG-M,SHOULDER BAG M,Grape Grey,1,109000,109000,배송완료,부산,
MUS-260511-003,2026-05-11,무신사,CITY-RK-001S,CITY BOYS RUCKSACK 001 S,Cloud Cream,1,185000,185000,배송완료,부산,
MUS-260511-004,2026-05-11,무신사,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Sand,1,159000,159000,결제완료,대전,
MUS-260511-005,2026-05-11,무신사,SHD-BAG-M,SHOULDER BAG M,Sand,1,109000,109000,배송완료,대구,
MUS-260511-006,2026-05-11,무신사,SHD-BAG-M,SHOULDER BAG M,Stone Grey,1,109000,109000,결제완료,광주,
MUS-260511-007,2026-05-11,무신사,CAM-PCH-001,CAMERA POUCH 001,Black,1,35000,35000,배송완료,경기,
MUS-260511-008,2026-05-11,무신사,HDL-PCH-002,HANDLE POUCH 002,Silver,1,25000,25000,배송완료,대구,
OWN-260511-001,2026-05-11,자사몰,CAM-PCH-001,CAMERA POUCH 001,Black,1,33250,33250,배송완료,서울,
OWN-260511-002,2026-05-11,자사몰,CITY-RK-001S,CITY BOYS RUCKSACK 001 S,Grape Grey,1,166500,166500,배송완료,인천,
OWN-260511-003,2026-05-11,자사몰,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Sand,1,50150,50150,환불,인천,
OWN-260511-004,2026-05-11,자사몰,HDL-PCH-001,HANDLE POUCH 001,Cream,1,25000,25000,배송완료,부산,
SSG-260511-001,2026-05-11,SSG,VOY-DMC-001,VOYAGER DOUBLE MINI CROSS 001,Cloud Cream,1,59000,59000,배송완료,경기,
SSG-260511-002,2026-05-11,SSG,BOAT-TT-M,BOAT TOTE BAG M,Forest Green,1,89000,89000,배송완료,대구,
SSG-260511-003,2026-05-11,SSG,CITY-RK-001S,CITY BOYS RUCKSACK 001 S,Grape Grey,1,185000,185000,배송완료,광주,
SSG-260511-004,2026-05-11,SSG,VOY-DP-003,VOYAGER DAYPACK 003,Stone Grey,1,119000,119000,배송완료,서울,
SSG-260511-005,2026-05-11,SSG,VOY-DP-003,VOYAGER DAYPACK 003,Grape Grey,1,119000,119000,배송완료,대전,
29C-260512-001,2026-05-12,29CM,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Cloud Cream,1,139900,139900,배송완료,부산,무신사 단독 5월 블랙 위크
29C-260512-002,2026-05-12,29CM,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Summer Grey,2,139900,279800,배송완료,광주,무신사 단독 5월 블랙 위크
29C-260512-003,2026-05-12,29CM,CITY-RK-001S,CITY BOYS RUCKSACK 001 S,Midnight Black,2,162800,325600,배송완료,인천,무신사 단독 5월 블랙 위크
29C-260512-003,2026-05-12,29CM,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Forest Green,1,139900,139900,배송완료,인천,무신사 단독 5월 블랙 위크
29C-260512-004,2026-05-12,29CM,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Sand,1,139900,139900,배송완료,대전,무신사 단독 5월 블랙 위크
29C-260512-005,2026-05-12,29CM,SHD-BAG-M,SHOULDER BAG M,Grape Grey,1,95900,95900,배송완료,인천,무신사 단독 5월 블랙 위크
29C-260512-005,2026-05-12,29CM,SHD-BAG-M,SHOULDER BAG M,Midnight Black,1,95900,95900,배송완료,인천,무신사 단독 5월 블랙 위크
29C-260512-006,2026-05-12,29CM,TOTE-001-WL,TOTE BRIEF 001 WIDE L,Forest Green,1,139900,139900,배송완료,부산,무신사 단독 5월 블랙 위크
29C-260512-007,2026-05-12,29CM,CITY-RK-001S,CITY BOYS RUCKSACK 001 S,Forest Green,1,162800,162800,결제완료,대구,무신사 단독 5월 블랙 위크
