order_batch_id,date,store_id,brand,store_name,channel,trade_area,menu_category,guests,avg_unit_krw,gross_sales_krw,channel_fee_krw,food_cost_krw
OF-260105-0185,2026-01-05,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,46,14800,680800,0,204240
OF-260105-0185,2026-01-05,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,65,60500,3932500,0,1415700
OF-260105-0185,2026-01-05,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,54,15800,853200,0,238896
OF-260105-0185,2026-01-05,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,47,46100,2166700,0,736678
OF-260106-0186,2026-01-06,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,81,13200,1069200,0,320760
OF-260106-0186,2026-01-06,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,76,58900,4476400,0,1611504
OF-260106-0186,2026-01-06,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,71,17900,1270900,0,355852
OF-260106-0186,2026-01-06,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,84,49100,4124400,0,1402296
OF-260107-0187,2026-01-07,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,62,13600,843200,0,252960
OF-260107-0187,2026-01-07,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,54,55000,2970000,0,1069200
OF-260107-0187,2026-01-07,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,49,16400,803600,0,225008
OF-260107-0187,2026-01-07,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,76,43600,3313600,0,1126624
OF-260108-0188,2026-01-08,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,84,12100,1016400,0,304920
OF-260108-0188,2026-01-08,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,97,52900,5131300,0,1847268
OF-260108-0188,2026-01-08,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,89,15800,1406200,0,393736
OF-260108-0188,2026-01-08,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,96,49000,4704000,0,1599360
OF-260109-0189,2026-01-09,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,63,13300,837900,0,251370
OF-260109-0189,2026-01-09,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,46,49500,2277000,0,819720
OF-260109-0189,2026-01-09,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,57,16300,929100,0,260148
OF-260109-0189,2026-01-09,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,61,47300,2885300,0,981002
OF-260110-0190,2026-01-10,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,23,13700,315100,0,94530
OF-260110-0190,2026-01-10,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,21,60800,1276800,0,459648
OF-260110-0190,2026-01-10,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,30,15600,468000,0,131040
OF-260110-0190,2026-01-10,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,23,49800,1145400,0,389436
OF-260111-0191,2026-01-11,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,29,12700,368300,0,110490
OF-260111-0191,2026-01-11,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,31,52600,1630600,0,587016
OF-260111-0191,2026-01-11,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,29,18300,530700,0,148596
OF-260111-0191,2026-01-11,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,27,49500,1336500,0,454410
OF-260112-0192,2026-01-12,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,80,11800,944000,0,283200
OF-260112-0192,2026-01-12,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,70,60500,4235000,0,1524600
OF-260112-0192,2026-01-12,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,84,17500,1470000,0,411600
OF-260112-0192,2026-01-12,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,75,48600,3645000,0,1239300
OF-260113-0193,2026-01-13,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,56,13700,767200,0,230160
OF-260113-0193,2026-01-13,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,74,58800,4351200,0,1566432
OF-260113-0193,2026-01-13,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,55,17100,940500,0,263340
OF-260113-0193,2026-01-13,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,50,51200,2560000,0,870400
OF-260114-0194,2026-01-14,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,44,12700,558800,0,167640
OF-260114-0194,2026-01-14,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,49,56800,2783200,0,1001952
OF-260114-0194,2026-01-14,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,58,17500,1015000,0,284200
OF-260114-0194,2026-01-14,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,77,50300,3873100,0,1316854
OF-260115-0195,2026-01-15,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,53,12100,641300,0,192390
OF-260115-0195,2026-01-15,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,59,52000,3068000,0,1104480
OF-260115-0195,2026-01-15,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,79,16500,1303500,0,364980
OF-260115-0195,2026-01-15,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,64,42400,2713600,0,922624
OF-260116-0196,2026-01-16,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,67,12900,864300,0,259290
OF-260116-0196,2026-01-16,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,87,57300,4985100,0,1794636
OF-260116-0196,2026-01-16,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,81,17200,1393200,0,390096
OF-260116-0196,2026-01-16,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,79,42700,3373300,0,1146922
OF-260117-0197,2026-01-17,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,25,12400,310000,0,93000
OF-260117-0197,2026-01-17,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,31,51600,1599600,0,575856
OF-260117-0197,2026-01-17,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,21,15200,319200,0,89376
OF-260117-0197,2026-01-17,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,27,44100,1190700,0,404838
OF-260118-0198,2026-01-18,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,32,14300,457600,0,137280
OF-260118-0198,2026-01-18,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,22,49300,1084600,0,390456
OF-260118-0198,2026-01-18,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,28,15900,445200,0,124656
OF-260118-0198,2026-01-18,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,32,49700,1590400,0,540736
OF-260119-0199,2026-01-19,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,89,12600,1121400,0,336420
OF-260119-0199,2026-01-19,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,66,57200,3775200,0,1359072
OF-260119-0199,2026-01-19,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,68,16200,1101600,0,308448
OF-260119-0199,2026-01-19,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,64,45900,2937600,0,998784
OF-260120-0200,2026-01-20,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,64,14700,940800,0,282240
OF-260120-0200,2026-01-20,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,70,49500,3465000,0,1247400
OF-260120-0200,2026-01-20,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,67,16700,1118900,0,313292
OF-260120-0200,2026-01-20,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,53,48000,2544000,0,864960
OF-260121-0201,2026-01-21,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,74,11900,880600,0,264180
OF-260121-0201,2026-01-21,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,65,57200,3718000,0,1338480
OF-260121-0201,2026-01-21,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,52,17500,910000,0,254800
OF-260121-0201,2026-01-21,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,48,46700,2241600,0,762144
OF-260122-0202,2026-01-22,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,71,14700,1043700,0,313110
OF-260122-0202,2026-01-22,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,92,54000,4968000,0,1788480
OF-260122-0202,2026-01-22,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,61,18300,1116300,0,312564
OF-260122-0202,2026-01-22,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,67,47800,3202600,0,1088884
OF-260123-0203,2026-01-23,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,56,13600,761600,0,228480
OF-260123-0203,2026-01-23,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,76,57300,4354800,0,1567728
OF-260123-0203,2026-01-23,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,94,18100,1701400,0,476392
OF-260123-0203,2026-01-23,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,60,50400,3024000,0,1028160
OF-260124-0204,2026-01-24,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,30,14900,447000,0,134100
OF-260124-0204,2026-01-24,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,22,54300,1194600,0,430056
OF-260124-0204,2026-01-24,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,30,18200,546000,0,152880
OF-260124-0204,2026-01-24,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,30,50400,1512000,0,514080
OF-260125-0205,2026-01-25,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,24,12000,288000,0,86400
OF-260125-0205,2026-01-25,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,29,51500,1493500,0,537660
OF-260125-0205,2026-01-25,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,29,16600,481400,0,134792
OF-260125-0205,2026-01-25,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,23,51100,1175300,0,399602
OF-260126-0206,2026-01-26,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,72,12300,885600,0,265680
OF-260126-0206,2026-01-26,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,56,49900,2794400,0,1005984
OF-260126-0206,2026-01-26,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,72,15400,1108800,0,310464
OF-260126-0206,2026-01-26,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,60,48800,2928000,0,995520
OF-260127-0207,2026-01-27,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,75,14200,1065000,0,319500
OF-260127-0207,2026-01-27,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,58,59000,3422000,0,1231920
OF-260127-0207,2026-01-27,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,90,17700,1593000,0,446040
OF-260127-0207,2026-01-27,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,73,41500,3029500,0,1030030
OF-260128-0208,2026-01-28,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,57,12200,695400,0,208620
OF-260128-0208,2026-01-28,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,63,51000,3213000,0,1156680
OF-260128-0208,2026-01-28,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,60,15300,918000,0,257040
OF-260128-0208,2026-01-28,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,81,51200,4147200,0,1410048
OF-260129-0209,2026-01-29,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,73,11700,854100,0,256230
OF-260129-0209,2026-01-29,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,70,56900,3983000,0,1433880
OF-260129-0209,2026-01-29,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,48,14900,715200,0,200256
OF-260129-0209,2026-01-29,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,57,45100,2570700,0,874038
OF-260130-0210,2026-01-30,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,84,14000,1176000,0,352800
OF-260130-0210,2026-01-30,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,60,49300,2958000,0,1064880
OF-260130-0210,2026-01-30,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,85,15600,1326000,0,371280
OF-260130-0210,2026-01-30,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,73,43000,3139000,0,1067260
OF-260131-0211,2026-01-31,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,19,14100,267900,0,80370
OF-260131-0211,2026-01-31,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,25,53200,1330000,0,478800
OF-260131-0211,2026-01-31,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,24,16300,391200,0,109536
OF-260131-0211,2026-01-31,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,24,48000,1152000,0,391680
OF-260201-0212,2026-02-01,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,35,14200,497000,0,149100
OF-260201-0212,2026-02-01,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,50,48800,2440000,0,878400
OF-260201-0212,2026-02-01,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,40,17200,688000,0,192640
OF-260201-0212,2026-02-01,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,31,46800,1450800,0,493272
OF-260202-0213,2026-02-02,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,106,13300,1409800,0,422940
OF-260202-0213,2026-02-02,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,108,49700,5367600,0,1932336
OF-260202-0213,2026-02-02,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,93,16500,1534500,0,429660
OF-260202-0213,2026-02-02,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,79,42800,3381200,0,1149608
OF-260203-0214,2026-02-03,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,89,13400,1192600,0,357780
OF-260203-0214,2026-02-03,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,140,53700,7518000,0,2706480
OF-260203-0214,2026-02-03,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,119,16200,1927800,0,539784
OF-260203-0214,2026-02-03,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,87,45700,3975900,0,1351806
OF-260204-0215,2026-02-04,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,140,13000,1820000,0,546000
OF-260204-0215,2026-02-04,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,147,57600,8467200,0,3048192
OF-260204-0215,2026-02-04,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,130,14600,1898000,0,531440
OF-260204-0215,2026-02-04,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,112,41200,4614400,0,1568896
OF-260205-0216,2026-02-05,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,163,11900,1939700,0,581910
OF-260205-0216,2026-02-05,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,163,48100,7840300,0,2822508
OF-260205-0216,2026-02-05,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,122,17500,2135000,0,597800
OF-260205-0216,2026-02-05,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,150,51500,7725000,0,2626500
OF-260206-0217,2026-02-06,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,114,14900,1698600,0,509580
OF-260206-0217,2026-02-06,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,111,59200,6571200,0,2365632
OF-260206-0217,2026-02-06,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,149,15900,2369100,0,663348
OF-260206-0217,2026-02-06,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,133,47900,6370700,0,2166038
OF-260207-0218,2026-02-07,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,49,12800,627200,0,188160
OF-260207-0218,2026-02-07,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,36,54800,1972800,0,710208
OF-260207-0218,2026-02-07,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,45,17300,778500,0,217980
OF-260207-0218,2026-02-07,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,37,40500,1498500,0,509490
OF-260208-0219,2026-02-08,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,34,13900,472600,0,141780
OF-260208-0219,2026-02-08,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,40,54700,2188000,0,787680
OF-260208-0219,2026-02-08,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,47,15400,723800,0,202664
OF-260208-0219,2026-02-08,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,35,43600,1526000,0,518840
OF-260209-0220,2026-02-09,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,145,12100,1754500,0,526350
OF-260209-0220,2026-02-09,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,151,53300,8048300,0,2897388
OF-260209-0220,2026-02-09,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,148,17900,2649200,0,741776
OF-260209-0220,2026-02-09,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,90,42800,3852000,0,1309680
OF-260210-0221,2026-02-10,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,75,13600,1020000,0,306000
OF-260210-0221,2026-02-10,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,117,48300,5651100,0,2034396
OF-260210-0221,2026-02-10,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,119,16000,1904000,0,533120
OF-260210-0221,2026-02-10,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,88,42900,3775200,0,1283568
OF-260211-0222,2026-02-11,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,92,13300,1223600,0,367080
OF-260211-0222,2026-02-11,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,110,58500,6435000,0,2316600
OF-260211-0222,2026-02-11,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,143,15700,2245100,0,628628
OF-260211-0222,2026-02-11,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,133,48100,6397300,0,2175082
OF-260212-0223,2026-02-12,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,97,12200,1183400,0,355020
OF-260212-0223,2026-02-12,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,121,50600,6122600,0,2204136
OF-260212-0223,2026-02-12,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,97,14600,1416200,0,396536
OF-260212-0223,2026-02-12,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,140,50400,7056000,0,2399040
OF-260213-0224,2026-02-13,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,136,13100,1781600,0,534480
OF-260213-0224,2026-02-13,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,126,60600,7635600,0,2748816
OF-260213-0224,2026-02-13,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,160,17100,2736000,0,766080
OF-260213-0224,2026-02-13,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,148,44100,6526800,0,2219112
OF-260214-0225,2026-02-14,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,34,12900,438600,0,131580
OF-260214-0225,2026-02-14,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,50,54000,2700000,0,972000
OF-260214-0225,2026-02-14,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,52,15600,811200,0,227136
OF-260214-0225,2026-02-14,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,48,49600,2380800,0,809472
OF-260215-0226,2026-02-15,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,30,14800,444000,0,133200
OF-260215-0226,2026-02-15,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,29,49500,1435500,0,516780
OF-260215-0226,2026-02-15,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,24,15200,364800,0,102144
OF-260215-0226,2026-02-15,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,31,50900,1577900,0,536486
OF-260216-0227,2026-02-16,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,33,14100,465300,0,139590
OF-260216-0227,2026-02-16,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,36,51300,1846800,0,664848
OF-260216-0227,2026-02-16,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,49,16800,823200,0,230496
OF-260216-0227,2026-02-16,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,54,42600,2300400,0,782136
OF-260217-0228,2026-02-17,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,49,13500,661500,0,198450
OF-260217-0228,2026-02-17,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,43,59200,2545600,0,916416
OF-260217-0228,2026-02-17,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,39,18200,709800,0,198744
OF-260217-0228,2026-02-17,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,31,51000,1581000,0,537540
OF-260218-0229,2026-02-18,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,35,14900,521500,0,156450
OF-260218-0229,2026-02-18,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,45,50900,2290500,0,824580
OF-260218-0229,2026-02-18,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,48,15200,729600,0,204288
OF-260218-0229,2026-02-18,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,57,46700,2661900,0,905046
OF-260219-0230,2026-02-19,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,67,13400,897800,0,269340
OF-260219-0230,2026-02-19,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,66,51200,3379200,0,1216512
OF-260219-0230,2026-02-19,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,73,16400,1197200,0,335216
OF-260219-0230,2026-02-19,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,55,51500,2832500,0,963050
OF-260220-0231,2026-02-20,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,81,14700,1190700,0,357210
OF-260220-0231,2026-02-20,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,62,53200,3298400,0,1187424
OF-260220-0231,2026-02-20,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,70,15300,1071000,0,299880
OF-260220-0231,2026-02-20,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,53,43400,2300200,0,782068
OF-260221-0232,2026-02-21,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,30,13100,393000,0,117900
OF-260221-0232,2026-02-21,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,23,52100,1198300,0,431388
OF-260221-0232,2026-02-21,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,26,17700,460200,0,128856
OF-260221-0232,2026-02-21,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,28,47900,1341200,0,456008
OF-260222-0233,2026-02-22,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,23,14400,331200,0,99360
OF-260222-0233,2026-02-22,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,35,56200,1967000,0,708120
OF-260222-0233,2026-02-22,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,27,15100,407700,0,114156
OF-260222-0233,2026-02-22,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,32,42400,1356800,0,461312
OF-260223-0234,2026-02-23,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,71,14700,1043700,0,313110
OF-260223-0234,2026-02-23,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,73,56200,4102600,0,1476936
OF-260223-0234,2026-02-23,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,53,14500,768500,0,215180
OF-260223-0234,2026-02-23,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,86,51100,4394600,0,1494164
OF-260224-0235,2026-02-24,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,82,13000,1066000,0,319800
OF-260224-0235,2026-02-24,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,85,50800,4318000,0,1554480
OF-260224-0235,2026-02-24,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,79,14400,1137600,0,318528
OF-260224-0235,2026-02-24,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,71,44700,3173700,0,1079058
OF-260225-0236,2026-02-25,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,77,13700,1054900,0,316470
OF-260225-0236,2026-02-25,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,69,54200,3739800,0,1346328
OF-260225-0236,2026-02-25,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,49,16600,813400,0,227752
OF-260225-0236,2026-02-25,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,49,46500,2278500,0,774690
OF-260226-0237,2026-02-26,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,83,11800,979400,0,293820
OF-260226-0237,2026-02-26,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,76,56600,4301600,0,1548576
OF-260226-0237,2026-02-26,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,76,18000,1368000,0,383040
OF-260226-0237,2026-02-26,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,49,41600,2038400,0,693056
OF-260227-0238,2026-02-27,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,51,13400,683400,0,205020
OF-260227-0238,2026-02-27,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,74,51200,3788800,0,1363968
OF-260227-0238,2026-02-27,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,58,15900,922200,0,258216
OF-260227-0238,2026-02-27,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,59,46900,2767100,0,940814
OF-260228-0239,2026-02-28,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,24,13900,333600,0,100080
OF-260228-0239,2026-02-28,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,요리,35,56400,1974000,0,710640
OF-260228-0239,2026-02-28,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,면·밥,35,17400,609000,0,170520
OF-260228-0239,2026-02-28,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,코스,22,44800,985600,0,335104
OF-260301-0240,2026-03-01,CH-003,Chai797,강남파이낸스점,오피스상권,강남역,딤섬,19,11700,222300,0,66690
