일자,사업부,카테고리,배송유형,거래액,순매출,주문건수
2026-02-13,브랜드패션,뷰티,택배배송,98340000,19670000,1588
2026-02-13,브랜드패션,스포츠·아웃도어,택배배송,60380000,12680000,679
2026-02-13,라이프스타일,가전·디지털,택배배송,186740000,13070000,542
2026-02-13,라이프스타일,리빙·주방,택배배송,91460000,10980000,1199
2026-02-13,라이프스타일,유아동,택배배송,54230000,7050000,1074
2026-02-13,라이프스타일,반려동물,택배배송,34300000,4460000,739
2026-02-14,그로서리,신선식품,새벽배송,105720000,103610000,2659
2026-02-14,그로서리,신선식품,쓱배송,123790000,121310000,2929
2026-02-14,그로서리,가공식품,새벽배송,74830000,73710000,1901
2026-02-14,그로서리,가공식품,쓱배송,94150000,92740000,2313
2026-02-14,그로서리,생수·음료,새벽배송,45800000,45340000,1556
2026-02-14,그로서리,생수·음료,쓱배송,50540000,50030000,1952
2026-02-14,그로서리,델리·베이커리,새벽배송,22600000,22040000,989
2026-02-14,그로서리,델리·베이커리,쓱배송,27750000,27060000,1076
2026-02-14,브랜드패션,명품·부티크,택배배송,135400000,24370000,160
2026-02-14,브랜드패션,패션의류,택배배송,114690000,25230000,1172
2026-02-14,브랜드패션,뷰티,택배배송,108390000,21680000,1884
2026-02-14,브랜드패션,스포츠·아웃도어,택배배송,64680000,13580000,692
2026-02-14,라이프스타일,가전·디지털,택배배송,180090000,12610000,519
2026-02-14,라이프스타일,리빙·주방,택배배송,87070000,10450000,1245
2026-02-14,라이프스타일,유아동,택배배송,54950000,7140000,939
2026-02-14,라이프스타일,반려동물,택배배송,37110000,4820000,743
2026-02-15,그로서리,신선식품,새벽배송,110560000,108350000,2585
2026-02-15,그로서리,신선식품,쓱배송,133280000,130610000,3174
2026-02-15,그로서리,가공식품,새벽배송,74850000,73730000,2109
2026-02-15,그로서리,가공식품,쓱배송,99840000,98340000,2610
2026-02-15,그로서리,생수·음료,새벽배송,41230000,40820000,1597
2026-02-15,그로서리,생수·음료,쓱배송,56560000,55990000,2048
2026-02-15,그로서리,델리·베이커리,새벽배송,20820000,20300000,828
2026-02-15,그로서리,델리·베이커리,쓱배송,26390000,25730000,1106
2026-02-15,브랜드패션,명품·부티크,택배배송,127760000,23000000,159
2026-02-15,브랜드패션,패션의류,택배배송,104330000,22950000,1093
2026-02-15,브랜드패션,뷰티,택배배송,94590000,18920000,1524
2026-02-15,브랜드패션,스포츠·아웃도어,택배배송,63850000,13410000,723
2026-02-15,라이프스타일,가전·디지털,택배배송,178470000,12490000,511
2026-02-15,라이프스타일,리빙·주방,택배배송,89290000,10710000,1334
2026-02-15,라이프스타일,유아동,택배배송,58760000,7640000,1072
2026-02-15,라이프스타일,반려동물,택배배송,33380000,4340000,673
2026-02-16,그로서리,신선식품,새벽배송,98750000,96780000,2492
2026-02-16,그로서리,신선식품,쓱배송,131540000,128910000,2966
2026-02-16,그로서리,가공식품,새벽배송,74770000,73650000,1888
2026-02-16,그로서리,가공식품,쓱배송,91930000,90550000,2335
2026-02-16,그로서리,생수·음료,새벽배송,45280000,44830000,1862
2026-02-16,그로서리,생수·음료,쓱배송,48670000,48180000,1639
2026-02-16,그로서리,델리·베이커리,새벽배송,19860000,19360000,863
2026-02-16,그로서리,델리·베이커리,쓱배송,27070000,26390000,1224
2026-02-16,브랜드패션,명품·부티크,택배배송,116210000,20920000,136
2026-02-16,브랜드패션,패션의류,택배배송,103740000,22820000,1087
2026-02-16,브랜드패션,뷰티,택배배송,95100000,19020000,1575
2026-02-16,브랜드패션,스포츠·아웃도어,택배배송,59220000,12440000,613
2026-02-16,라이프스타일,가전·디지털,택배배송,166290000,11640000,498
2026-02-16,라이프스타일,리빙·주방,택배배송,79050000,9490000,1096
2026-02-16,라이프스타일,유아동,택배배송,48790000,6340000,994
2026-02-16,라이프스타일,반려동물,택배배송,31540000,4100000,662
2026-02-17,그로서리,신선식품,새벽배송,102600000,100550000,2658
2026-02-17,그로서리,신선식품,쓱배송,112240000,110000000,2924
2026-02-17,그로서리,가공식품,새벽배송,70020000,68970000,1985
2026-02-17,그로서리,가공식품,쓱배송,83990000,82730000,2089
2026-02-17,그로서리,생수·음료,새벽배송,40710000,40300000,1405
2026-02-17,그로서리,생수·음료,쓱배송,50750000,50240000,1711
2026-02-17,그로서리,델리·베이커리,새벽배송,19470000,18980000,749
2026-02-17,그로서리,델리·베이커리,쓱배송,24930000,24310000,999
2026-02-17,브랜드패션,명품·부티크,택배배송,117980000,21240000,158
2026-02-17,브랜드패션,패션의류,택배배송,102370000,22520000,1137
2026-02-17,브랜드패션,뷰티,택배배송,93540000,18710000,1399
2026-02-17,브랜드패션,스포츠·아웃도어,택배배송,60240000,12650000,644
2026-02-17,라이프스타일,가전·디지털,택배배송,162950000,11410000,480
2026-02-17,라이프스타일,리빙·주방,택배배송,79720000,9570000,1055
2026-02-17,라이프스타일,유아동,택배배송,53210000,6920000,915
2026-02-17,라이프스타일,반려동물,택배배송,34050000,4430000,772
2026-02-18,그로서리,신선식품,새벽배송,99150000,97170000,2340
2026-02-18,그로서리,신선식품,쓱배송,106770000,104630000,2356
2026-02-18,그로서리,가공식품,새벽배송,67740000,66720000,1971
2026-02-18,그로서리,가공식품,쓱배송,80970000,79760000,2191
2026-02-18,그로서리,생수·음료,새벽배송,40000000,39600000,1398
2026-02-18,그로서리,생수·음료,쓱배송,43650000,43210000,1677
2026-02-18,그로서리,델리·베이커리,새벽배송,19000000,18520000,868
2026-02-18,그로서리,델리·베이커리,쓱배송,23780000,23190000,968
2026-02-18,브랜드패션,명품·부티크,택배배송,116140000,20910000,137
2026-02-18,브랜드패션,패션의류,택배배송,109460000,24080000,1113
2026-02-18,브랜드패션,뷰티,택배배송,92090000,18420000,1414
2026-02-18,브랜드패션,스포츠·아웃도어,택배배송,60550000,12720000,686
2026-02-18,라이프스타일,가전·디지털,택배배송,169200000,11840000,469
2026-02-18,라이프스타일,리빙·주방,택배배송,75940000,9110000,1113
2026-02-18,라이프스타일,유아동,택배배송,52690000,6850000,969
2026-02-18,라이프스타일,반려동물,택배배송,35210000,4580000,809
2026-02-19,그로서리,신선식품,새벽배송,100380000,98370000,2210
2026-02-19,그로서리,신선식품,쓱배송,117860000,115500000,3003
2026-02-19,그로서리,가공식품,새벽배송,68350000,67320000,1646
2026-02-19,그로서리,가공식품,쓱배송,84830000,83560000,2160
2026-02-19,그로서리,생수·음료,새벽배송,36780000,36410000,1312
2026-02-19,그로서리,생수·음료,쓱배송,49350000,48860000,1692
2026-02-19,그로서리,델리·베이커리,새벽배송,18810000,18340000,862
2026-02-19,그로서리,델리·베이커리,쓱배송,22280000,21720000,884
2026-02-19,브랜드패션,명품·부티크,택배배송,124300000,22370000,163
2026-02-19,브랜드패션,패션의류,택배배송,111770000,24590000,1136
2026-02-19,브랜드패션,뷰티,택배배송,94340000,18870000,1432
2026-02-19,브랜드패션,스포츠·아웃도어,택배배송,60630000,12730000,662
2026-02-19,라이프스타일,가전·디지털,택배배송,164860000,11540000,452
2026-02-19,라이프스타일,리빙·주방,택배배송,83410000,10010000,1283
2026-02-19,라이프스타일,유아동,택배배송,54440000,7080000,1071
2026-02-19,라이프스타일,반려동물,택배배송,34260000,4450000,804
2026-02-20,그로서리,신선식품,새벽배송,98740000,96770000,2241
2026-02-20,그로서리,신선식품,쓱배송,113860000,111580000,2758
2026-02-20,그로서리,가공식품,새벽배송,76220000,75080000,2013
2026-02-20,그로서리,가공식품,쓱배송,89760000,88410000,2429
2026-02-20,그로서리,생수·음료,새벽배송,37470000,37100000,1284
2026-02-20,그로서리,생수·음료,쓱배송,50190000,49690000,1895
2026-02-20,그로서리,델리·베이커리,새벽배송,19020000,18540000,832
2026-02-20,그로서리,델리·베이커리,쓱배송,23780000,23190000,956
2026-02-20,브랜드패션,명품·부티크,택배배송,123650000,22260000,174
2026-02-20,브랜드패션,패션의류,택배배송,102460000,22540000,1145
2026-02-20,브랜드패션,뷰티,택배배송,92890000,18580000,1533
2026-02-20,브랜드패션,스포츠·아웃도어,택배배송,60870000,12780000,701
2026-02-20,라이프스타일,가전·디지털,택배배송,187940000,13160000,505
2026-02-20,라이프스타일,리빙·주방,택배배송,89080000,10690000,1175
2026-02-20,라이프스타일,유아동,택배배송,59270000,7710000,1051
2026-02-20,라이프스타일,반려동물,택배배송,34900000,4540000,733
2026-02-21,그로서리,신선식품,새벽배송,103980000,101900000,2558
2026-02-21,그로서리,신선식품,쓱배송,122980000,120520000,3051
2026-02-21,그로서리,가공식품,새벽배송,77550000,76390000,2070
2026-02-21,그로서리,가공식품,쓱배송,100140000,98640000,2582
2026-02-21,그로서리,생수·음료,새벽배송,43260000,42830000,1633
2026-02-21,그로서리,생수·음료,쓱배송,52900000,52370000,1820
2026-02-21,그로서리,델리·베이커리,새벽배송,22750000,22180000,1021
2026-02-21,그로서리,델리·베이커리,쓱배송,26240000,25580000,1005
2026-02-21,브랜드패션,명품·부티크,택배배송,123080000,22150000,159
2026-02-21,브랜드패션,패션의류,택배배송,111970000,24630000,1070
2026-02-21,브랜드패션,뷰티,택배배송,97140000,19430000,1542
2026-02-21,브랜드패션,스포츠·아웃도어,택배배송,63680000,13370000,767
2026-02-21,라이프스타일,가전·디지털,택배배송,199050000,13930000,535
2026-02-21,라이프스타일,리빙·주방,택배배송,86450000,10370000,1278
2026-02-21,라이프스타일,유아동,택배배송,60240000,7830000,1171
2026-02-21,라이프스타일,반려동물,택배배송,35070000,4560000,750
2026-02-22,그로서리,신선식품,새벽배송,108980000,106800000,2636
2026-02-22,그로서리,신선식품,쓱배송,133790000,131110000,2909
2026-02-22,그로서리,가공식품,새벽배송,76160000,75020000,1885
2026-02-22,그로서리,가공식품,쓱배송,89790000,88440000,2430
2026-02-22,그로서리,생수·음료,새벽배송,43200000,42770000,1525
2026-02-22,그로서리,생수·음료,쓱배송,52310000,51790000,2100
2026-02-22,그로서리,델리·베이커리,새벽배송,23240000,22660000,1038
2026-02-22,그로서리,델리·베이커리,쓱배송,27350000,26670000,1201
2026-02-22,브랜드패션,명품·부티크,택배배송,130310000,23460000,185
2026-02-22,브랜드패션,패션의류,택배배송,107280000,23600000,1058
2026-02-22,브랜드패션,뷰티,택배배송,93900000,18780000,1436
2026-02-22,브랜드패션,스포츠·아웃도어,택배배송,62220000,13070000,654
2026-02-22,라이프스타일,가전·디지털,택배배송,183960000,12880000,558
2026-02-22,라이프스타일,리빙·주방,택배배송,87480000,10500000,1232
2026-02-22,라이프스타일,유아동,택배배송,52730000,6850000,916
2026-02-22,라이프스타일,반려동물,택배배송,37700000,4900000,757
2026-02-23,그로서리,신선식품,새벽배송,99420000,97430000,2209
2026-02-23,그로서리,신선식품,쓱배송,118530000,116160000,2607
2026-02-23,그로서리,가공식품,새벽배송,71910000,70830000,1988
2026-02-23,그로서리,가공식품,쓱배송,93650000,92250000,2547
2026-02-23,그로서리,생수·음료,새벽배송,39880000,39480000,1572
2026-02-23,그로서리,생수·음료,쓱배송,54030000,53490000,2139
2026-02-23,그로서리,델리·베이커리,새벽배송,20170000,19670000,865
2026-02-23,그로서리,델리·베이커리,쓱배송,27550000,26860000,1110
2026-02-23,브랜드패션,명품·부티크,택배배송,121390000,21850000,147
2026-02-23,브랜드패션,패션의류,택배배송,95570000,21030000,1052
2026-02-23,브랜드패션,뷰티,택배배송,88320000,17660000,1359
2026-02-23,브랜드패션,스포츠·아웃도어,택배배송,54320000,11410000,633
2026-02-23,라이프스타일,가전·디지털,택배배송,175840000,12310000,564
2026-02-23,라이프스타일,리빙·주방,택배배송,76050000,9130000,1009
2026-02-23,라이프스타일,유아동,택배배송,48800000,6340000,955
2026-02-23,라이프스타일,반려동물,택배배송,33960000,4410000,669
2026-02-24,그로서리,신선식품,새벽배송,96900000,94960000,2373
2026-02-24,그로서리,신선식품,쓱배송,115850000,113530000,3009
2026-02-24,그로서리,가공식품,새벽배송,72870000,71780000,1827
2026-02-24,그로서리,가공식품,쓱배송,88560000,87230000,2293
2026-02-24,그로서리,생수·음료,새벽배송,36900000,36530000,1310
2026-02-24,그로서리,생수·음료,쓱배송,46420000,45960000,1791
2026-02-24,그로서리,델리·베이커리,새벽배송,20980000,20460000,808
2026-02-24,그로서리,델리·베이커리,쓱배송,24480000,23870000,986
2026-02-24,브랜드패션,명품·부티크,택배배송,109470000,19700000,132
2026-02-24,브랜드패션,패션의류,택배배송,105170000,23140000,1137
2026-02-24,브랜드패션,뷰티,택배배송,85860000,17170000,1418
2026-02-24,브랜드패션,스포츠·아웃도어,택배배송,58860000,12360000,675
2026-02-24,라이프스타일,가전·디지털,택배배송,163200000,11420000,467
2026-02-24,라이프스타일,리빙·주방,택배배송,81830000,9820000,1112
2026-02-24,라이프스타일,유아동,택배배송,49990000,6500000,937
2026-02-24,라이프스타일,반려동물,택배배송,33640000,4370000,678
2026-02-25,그로서리,신선식품,새벽배송,92440000,90590000,2174
2026-02-25,그로서리,신선식품,쓱배송,109690000,107500000,2454
2026-02-25,그로서리,가공식품,새벽배송,69700000,68650000,1804
2026-02-25,그로서리,가공식품,쓱배송,84520000,83250000,2283
2026-02-25,그로서리,생수·음료,새벽배송,39070000,38680000,1340
2026-02-25,그로서리,생수·음료,쓱배송,45020000,44570000,1691
2026-02-25,그로서리,델리·베이커리,새벽배송,19790000,19300000,809
2026-02-25,그로서리,델리·베이커리,쓱배송,22080000,21530000,838
2026-02-25,브랜드패션,명품·부티크,택배배송,114110000,20540000,141
2026-02-25,브랜드패션,패션의류,택배배송,103630000,22800000,1123
2026-02-25,브랜드패션,뷰티,택배배송,95280000,19060000,1437
2026-02-25,브랜드패션,스포츠·아웃도어,택배배송,56270000,11820000,665
2026-02-25,라이프스타일,가전·디지털,택배배송,175000000,12250000,485
2026-02-25,라이프스타일,리빙·주방,택배배송,78500000,9420000,1156
2026-02-25,라이프스타일,유아동,택배배송,48800000,6340000,921
2026-02-25,라이프스타일,반려동물,택배배송,31460000,4090000,610
2026-02-26,그로서리,신선식품,새벽배송,88180000,86420000,2121
2026-02-26,그로서리,신선식품,쓱배송,112460000,110210000,2587
2026-02-26,그로서리,가공식품,새벽배송,68250000,67230000,1983
2026-02-26,그로서리,가공식품,쓱배송,86010000,84720000,2333
2026-02-26,그로서리,생수·음료,새벽배송,36140000,35780000,1467
2026-02-26,그로서리,생수·음료,쓱배송,48410000,47930000,1638
2026-02-26,그로서리,델리·베이커리,새벽배송,19090000,18610000,755
2026-02-26,그로서리,델리·베이커리,쓱배송,24750000,24130000,938
2026-02-26,브랜드패션,명품·부티크,택배배송,116310000,20940000,156
2026-02-26,브랜드패션,패션의류,택배배송,103720000,22820000,1158
2026-02-26,브랜드패션,뷰티,택배배송,87850000,17570000,1472
2026-02-26,브랜드패션,스포츠·아웃도어,택배배송,58200000,12220000,699
2026-02-26,라이프스타일,가전·디지털,택배배송,161730000,11320000,516
2026-02-26,라이프스타일,리빙·주방,택배배송,81960000,9840000,1091
2026-02-26,라이프스타일,유아동,택배배송,53040000,6900000,907
2026-02-26,라이프스타일,반려동물,택배배송,33900000,4410000,675
2026-02-27,그로서리,신선식품,새벽배송,93140000,91280000,2393
2026-02-27,그로서리,신선식품,쓱배송,116180000,113860000,2543
2026-02-27,그로서리,가공식품,새벽배송,71540000,70470000,1983
2026-02-27,그로서리,가공식품,쓱배송,85400000,84120000,2436
2026-02-27,그로서리,생수·음료,새벽배송,42760000,42330000,1666
2026-02-27,그로서리,생수·음료,쓱배송,45740000,45280000,1633
2026-02-27,그로서리,델리·베이커리,새벽배송,20990000,20470000,937
2026-02-27,그로서리,델리·베이커리,쓱배송,23540000,22950000,1017
2026-02-27,브랜드패션,명품·부티크,택배배송,125320000,22560000,149
2026-02-27,브랜드패션,패션의류,택배배송,107880000,23730000,1227
2026-02-27,브랜드패션,뷰티,택배배송,98320000,19660000,1733
2026-02-27,브랜드패션,스포츠·아웃도어,택배배송,64490000,13540000,708
2026-02-27,라이프스타일,가전·디지털,택배배송,177790000,12450000,554
2026-02-27,라이프스타일,리빙·주방,택배배송,82840000,9940000,1221
2026-02-27,라이프스타일,유아동,택배배송,55200000,7180000,992
2026-02-27,라이프스타일,반려동물,택배배송,34230000,4450000,720
2026-02-28,그로서리,신선식품,새벽배송,110870000,108650000,2453
2026-02-28,그로서리,신선식품,쓱배송,130170000,127570000,2819
2026-02-28,그로서리,가공식품,새벽배송,75480000,74350000,2035
2026-02-28,그로서리,가공식품,쓱배송,98160000,96690000,2743
2026-02-28,그로서리,생수·음료,새벽배송,41650000,41230000,1509
2026-02-28,그로서리,생수·음료,쓱배송,55760000,55200000,1944
2026-02-28,그로서리,델리·베이커리,새벽배송,20310000,19800000,831
2026-02-28,그로서리,델리·베이커리,쓱배송,25190000,24560000,1074
2026-02-28,브랜드패션,명품·부티크,택배배송,140370000,25270000,170
2026-02-28,브랜드패션,패션의류,택배배송,110170000,24240000,1102
2026-02-28,브랜드패션,뷰티,택배배송,101920000,20380000,1765
2026-02-28,브랜드패션,스포츠·아웃도어,택배배송,61990000,13020000,665
2026-02-28,라이프스타일,가전·디지털,택배배송,180960000,12670000,582
2026-02-28,라이프스타일,리빙·주방,택배배송,94600000,11350000,1261
2026-02-28,라이프스타일,유아동,택배배송,59990000,7800000,1035
2026-02-28,라이프스타일,반려동물,택배배송,37660000,4900000,805
2026-03-01,그로서리,신선식품,새벽배송,105330000,103220000,2682
2026-03-01,그로서리,신선식품,쓱배송,136710000,133980000,3418
2026-03-01,그로서리,가공식품,새벽배송,82780000,81540000,2195
2026-03-01,그로서리,가공식품,쓱배송,107270000,105660000,2976
2026-03-01,그로서리,생수·음료,새벽배송,46580000,46110000,1804
2026-03-01,그로서리,생수·음료,쓱배송,56980000,56410000,2076
2026-03-01,그로서리,델리·베이커리,새벽배송,22550000,21990000,1026
2026-03-01,그로서리,델리·베이커리,쓱배송,28790000,28070000,1294
2026-03-01,브랜드패션,명품·부티크,택배배송,123700000,22270000,170
2026-03-01,브랜드패션,패션의류,택배배송,130880000,28790000,1286
2026-03-01,브랜드패션,뷰티,택배배송,100340000,20070000,1566
2026-03-01,브랜드패션,스포츠·아웃도어,택배배송,61000000,12810000,645
2026-03-01,라이프스타일,가전·디지털,택배배송,202110000,14150000,619
2026-03-01,라이프스타일,리빙·주방,택배배송,92450000,11090000,1300
2026-03-01,라이프스타일,유아동,택배배송,61750000,8030000,1087
2026-03-01,라이프스타일,반려동물,택배배송,38520000,5010000,780
2026-03-02,그로서리,신선식품,새벽배송,113590000,111320000,2870
2026-03-02,그로서리,신선식품,쓱배송,137650000,134900000,3095
2026-03-02,그로서리,가공식품,새벽배송,73880000,72770000,1908
2026-03-02,그로서리,가공식품,쓱배송,92100000,90720000,2211
2026-03-02,그로서리,생수·음료,새벽배송,42260000,41840000,1630
2026-03-02,그로서리,생수·음료,쓱배송,52340000,51820000,2046
2026-03-02,그로서리,델리·베이커리,새벽배송,21650000,21110000,833
2026-03-02,그로서리,델리·베이커리,쓱배송,28390000,27680000,1277
2026-03-02,브랜드패션,명품·부티크,택배배송,113450000,20420000,139
2026-03-02,브랜드패션,패션의류,택배배송,118820000,26140000,1358
2026-03-02,브랜드패션,뷰티,택배배송,91990000,18400000,1353
2026-03-02,브랜드패션,스포츠·아웃도어,택배배송,55840000,11730000,591
2026-03-02,라이프스타일,가전·디지털,택배배송,186310000,13040000,594
2026-03-02,라이프스타일,리빙·주방,택배배송,86550000,10390000,1207
2026-03-02,라이프스타일,유아동,택배배송,53350000,6940000,1043
2026-03-02,라이프스타일,반려동물,택배배송,35160000,4570000,731
2026-03-03,그로서리,신선식품,새벽배송,106920000,104780000,2542
2026-03-03,그로서리,신선식품,쓱배송,125930000,123410000,2833
2026-03-03,그로서리,가공식품,새벽배송,72050000,70970000,2070
2026-03-03,그로서리,가공식품,쓱배송,94450000,93030000,2573
2026-03-03,그로서리,생수·음료,새벽배송,38750000,38360000,1479
2026-03-03,그로서리,생수·음료,쓱배송,48440000,47960000,1643
2026-03-03,그로서리,델리·베이커리,새벽배송,19780000,19290000,804
2026-03-03,그로서리,델리·베이커리,쓱배송,23670000,23080000,929
2026-03-03,브랜드패션,명품·부티크,택배배송,111860000,20130000,130
2026-03-03,브랜드패션,패션의류,택배배송,116890000,25720000,1296
2026-03-03,브랜드패션,뷰티,택배배송,92470000,18490000,1590
2026-03-03,브랜드패션,스포츠·아웃도어,택배배송,60520000,12710000,687
2026-03-03,라이프스타일,가전·디지털,택배배송,176260000,12340000,490
2026-03-03,라이프스타일,리빙·주방,택배배송,87620000,10510000,1320
2026-03-03,라이프스타일,유아동,택배배송,53680000,6980000,1084
2026-03-03,라이프스타일,반려동물,택배배송,32280000,4200000,715
2026-03-04,그로서리,신선식품,새벽배송,101490000,99460000,2257
2026-03-04,그로서리,신선식품,쓱배송,121140000,118720000,2688
2026-03-04,그로서리,가공식품,새벽배송,69170000,68130000,1943
2026-03-04,그로서리,가공식품,쓱배송,82680000,81440000,2032
2026-03-04,그로서리,생수·음료,새벽배송,39620000,39220000,1558
2026-03-04,그로서리,생수·음료,쓱배송,48040000,47560000,1948
2026-03-04,그로서리,델리·베이커리,새벽배송,19690000,19200000,792
2026-03-04,그로서리,델리·베이커리,쓱배송,25570000,24930000,1043
2026-03-04,브랜드패션,명품·부티크,택배배송,125660000,22620000,157
2026-03-04,브랜드패션,패션의류,택배배송,116100000,25540000,1142
2026-03-04,브랜드패션,뷰티,택배배송,92500000,18500000,1592
2026-03-04,브랜드패션,스포츠·아웃도어,택배배송,60740000,12760000,749
2026-03-04,라이프스타일,가전·디지털,택배배송,185870000,13010000,537
2026-03-04,라이프스타일,리빙·주방,택배배송,81020000,9720000,1110
2026-03-04,라이프스타일,유아동,택배배송,52310000,6800000,972
2026-03-04,라이프스타일,반려동물,택배배송,33990000,4420000,661
2026-03-05,그로서리,신선식품,새벽배송,96390000,94460000,2415
2026-03-05,그로서리,신선식품,쓱배송,115050000,112750000,2641
2026-03-05,그로서리,가공식품,새벽배송,68610000,67580000,1737
2026-03-05,그로서리,가공식품,쓱배송,84900000,83630000,2169
2026-03-05,그로서리,생수·음료,새벽배송,41450000,41040000,1600
2026-03-05,그로서리,생수·음료,쓱배송,48530000,48040000,1641
2026-03-05,그로서리,델리·베이커리,새벽배송,21190000,20660000,831
2026-03-05,그로서리,델리·베이커리,쓱배송,24320000,23710000,961
2026-03-05,브랜드패션,명품·부티크,택배배송,128850000,23190000,163
2026-03-05,브랜드패션,패션의류,택배배송,114990000,25300000,1094
2026-03-05,브랜드패션,뷰티,택배배송,100970000,20190000,1596
2026-03-05,브랜드패션,스포츠·아웃도어,택배배송,63380000,13310000,691
2026-03-05,라이프스타일,가전·디지털,택배배송,179290000,12550000,492
2026-03-05,라이프스타일,리빙·주방,택배배송,79650000,9560000,1059
2026-03-05,라이프스타일,유아동,택배배송,53750000,6990000,1086
2026-03-05,라이프스타일,반려동물,택배배송,34000000,4420000,760
2026-03-06,그로서리,신선식품,새벽배송,100020000,98020000,2637
2026-03-06,그로서리,신선식품,쓱배송,122900000,120440000,2979
2026-03-06,그로서리,가공식품,새벽배송,70330000,69280000,1888
2026-03-06,그로서리,가공식품,쓱배송,89670000,88320000,2575
2026-03-06,그로서리,생수·음료,새벽배송,43960000,43520000,1647
2026-03-06,그로서리,생수·음료,쓱배송,49520000,49020000,1770
2026-03-06,그로서리,델리·베이커리,새벽배송,19960000,19460000,837
2026-03-06,그로서리,델리·베이커리,쓱배송,26220000,25560000,1120
2026-03-06,브랜드패션,명품·부티크,택배배송,121960000,21950000,158
2026-03-06,브랜드패션,패션의류,택배배송,124010000,27280000,1321
2026-03-06,브랜드패션,뷰티,택배배송,106530000,21310000,1764
2026-03-06,브랜드패션,스포츠·아웃도어,택배배송,60000000,12600000,643
2026-03-06,라이프스타일,가전·디지털,택배배송,179660000,12580000,496
2026-03-06,라이프스타일,리빙·주방,택배배송,95390000,11450000,1441
2026-03-06,라이프스타일,유아동,택배배송,56970000,7410000,981
2026-03-06,라이프스타일,반려동물,택배배송,38900000,5060000,796
2026-03-07,그로서리,신선식품,새벽배송,108330000,106160000,2599
2026-03-07,그로서리,신선식품,쓱배송,137510000,134760000,3022
2026-03-07,그로서리,가공식품,새벽배송,82510000,81270000,2150
2026-03-07,그로서리,가공식품,쓱배송,96070000,94630000,2303
2026-03-07,그로서리,생수·음료,새벽배송,45710000,45250000,1717
2026-03-07,그로서리,생수·음료,쓱배송,57490000,56920000,2109
2026-03-07,그로서리,델리·베이커리,새벽배송,23160000,22580000,987
2026-03-07,그로서리,델리·베이커리,쓱배송,27660000,26970000,1150
2026-03-07,브랜드패션,명품·부티크,택배배송,131610000,23690000,155
2026-03-07,브랜드패션,패션의류,택배배송,134850000,29670000,1526
2026-03-07,브랜드패션,뷰티,택배배송,106870000,21370000,1687
2026-03-07,브랜드패션,스포츠·아웃도어,택배배송,66100000,13880000,727
2026-03-07,라이프스타일,가전·디지털,택배배송,209550000,14670000,565
2026-03-07,라이프스타일,리빙·주방,택배배송,94850000,11380000,1404
2026-03-07,라이프스타일,유아동,택배배송,60230000,7830000,1016
2026-03-07,라이프스타일,반려동물,택배배송,36040000,4690000,817
2026-03-08,그로서리,신선식품,새벽배송,107410000,105260000,2488
2026-03-08,그로서리,신선식품,쓱배송,129160000,126580000,2828
2026-03-08,그로서리,가공식품,새벽배송,84210000,82950000,2242
2026-03-08,그로서리,가공식품,쓱배송,106280000,104690000,2611
2026-03-08,그로서리,생수·음료,새벽배송,48010000,47530000,1960
2026-03-08,그로서리,생수·음료,쓱배송,59890000,59290000,2250
2026-03-08,그로서리,델리·베이커리,새벽배송,23060000,22480000,988
2026-03-08,그로서리,델리·베이커리,쓱배송,26800000,26130000,1234
2026-03-08,브랜드패션,명품·부티크,택배배송,136200000,24520000,168
2026-03-08,브랜드패션,패션의류,택배배송,126770000,27890000,1392
2026-03-08,브랜드패션,뷰티,택배배송,92830000,18570000,1558
2026-03-08,브랜드패션,스포츠·아웃도어,택배배송,61170000,12850000,752
2026-03-08,라이프스타일,가전·디지털,택배배송,182130000,12750000,570
2026-03-08,라이프스타일,리빙·주방,택배배송,89380000,10730000,1193
2026-03-08,라이프스타일,유아동,택배배송,60470000,7860000,1205
2026-03-08,라이프스타일,반려동물,택배배송,35550000,4620000,698
2026-03-09,그로서리,신선식품,새벽배송,104720000,102630000,2738
2026-03-09,그로서리,신선식품,쓱배송,127520000,124970000,3257
2026-03-09,그로서리,가공식품,새벽배송,84060000,82800000,2013
2026-03-09,그로서리,가공식품,쓱배송,93930000,92520000,2432
2026-03-09,그로서리,생수·음료,새벽배송,46340000,45880000,1769
2026-03-09,그로서리,생수·음료,쓱배송,57440000,56870000,2096
2026-03-09,그로서리,델리·베이커리,새벽배송,23640000,23050000,1058
2026-03-09,그로서리,델리·베이커리,쓱배송,26700000,26030000,1052
2026-03-09,브랜드패션,명품·부티크,택배배송,120390000,21670000,155
2026-03-09,브랜드패션,패션의류,택배배송,108700000,23910000,1133
2026-03-09,브랜드패션,뷰티,택배배송,87690000,17540000,1402
2026-03-09,브랜드패션,스포츠·아웃도어,택배배송,56990000,11970000,685
2026-03-09,라이프스타일,가전·디지털,택배배송,183700000,12860000,579
2026-03-09,라이프스타일,리빙·주방,택배배송,78230000,9390000,1004
2026-03-09,라이프스타일,유아동,택배배송,55330000,7190000,976
2026-03-09,라이프스타일,반려동물,택배배송,34950000,4540000,676
2026-03-10,그로서리,신선식품,새벽배송,97370000,95420000,2531
2026-03-10,그로서리,신선식품,쓱배송,117590000,115240000,2668
2026-03-10,그로서리,가공식품,새벽배송,78550000,77370000,1921
2026-03-10,그로서리,가공식품,쓱배송,92870000,91480000,2481
2026-03-10,그로서리,생수·음료,새벽배송,41210000,40800000,1612
